군번,이름,1지망 특기번호,1지망 점수,2지망 특기번호,2지망 점수,3지망 특기번호,3지망 점수,색맹 여부,아토피 여부,16110,17110,18110,18111,18210,18310,25110,46110,46111,46112,46210,55110,55610,55910,67110,70110,80110,80210,81110
25-70011570,박서준,16110,203932.04,18310,1759.97,18110,663251.78,,,,,,,,,,,,,,,,,,,,,
25-70011571,이지훈,18110,663314.45,18210,201315.69,18111,807418.43,,,,,,,,,,,,,,,,,,,,,
25-70011572,홍준우,46111,201499.74,18110,1176.48,16110,223680.09,,,,,,,,,,,,,,,,,,,,,
25-70011573,송예준,46111,801467.81,18210,201659.42,67110,203583.99,,,,,,,,,,,,,,,,,,,,,
25-70011574,윤지훈,67110,203910.37,18111,667602.63,70110,1697.29,,,,,,,,,,,,,,,,,,,,,
25-70011575,한도윤,18110,623110.87,67110,203443.16,80110,821703.97,,,,,,,,,,,,,,,,,,,,,
25-70011576,신연우,18111,867863.67,18210,1521.82,18310,201795.85,1,,801721.49,807850.94,201051.79,663917.69,1279.11,1176.46,203104.43,601428.90,823171.30,201086.85,621292.88,801263.63,601072.27,661321.43,867003.53,601838.32,221119.69,663097.62,1084.07
25-70011577,송우진,18210,821376.83,46111,201779.21,17110,203037.36,,,,,,,,,,,,,,,,,,,,,
25-70011578,조도윤,17110,667527.89,46111,1318.98,16110,1207.19,,,,,,,,,,,,,,,,,,,,,
25-70011579,오건우,70110,221016.55,16110,663092.85,80110,621043.14,,,,,,,,,,,,,,,,,,,,,
25-70011580,조지후,18210,667637.48,70110,1623.05,18310,661422.46,,,,,,,,,,,,,,,,,,,,,
25-70011581,강하준,18110,801599.34,46110,801177.73,25110,667319.55,,,,,,,,,,,,,,,,,,,,,
25-70011582,전현준,18110,601056.36,25110,821824.63,80210,203236.24,,,,,,,,,,,,,,,,,,,,,
25-70011583,오주원,18310,223690.20,67110,667700.79,18111,201878.05,,,,,,,,,,,,,,,,,,,,,
25-70011584,조도현,18310,1198.93,18210,623556.73,67110,621054.91,,,,,,,,,,,,,,,,,,,,,
25-70011585,장지훈,46110,801696.19,67110,663179.71,18111,201301.52,,,,,,,,,,,,,,,,,,,,,
25-70011586,조민재,16110,823272.54,70110,667089.53,46111,823966.46,,,,,,,,,,,,,,,,,,,,,
25-70011587,서지호,46210,1679.18,18210,821587.00,46110,801635.50,,,,,,,,,,,,,,,,,,,,,
25-70011588,장도윤,25110,621621.85,80110,601783.74,18110,861643.53,,,,,,,,,,,,,,,,,,,,,
25-70011589,임예준,18310,821047.37,25110,601417.08,46110,601847.91,,,,,,,,,,,,,,,,,,,,,
25-70011590,이건우,18210,1951.43,25110,623046.95,80210,201536.80,,,,,,,,,,,,,,,,,,,,,
25-70011591,황준서,16110,621594.29,67110,623471.29,80210,621980.39,,,,,,,,,,,,,,,,,,,,,
25-70011592,임현준,16110,823290.84,17110,221534.22,80210,1564.83,,,,,,,,,,,,,,,,,,,,,
25-70011593,전시우,16110,1975.87,18310,1610.98,80210,861723.34,,,,,,,,,,,,,,,,,,,,,
25-70011594,임주원,67110,807138.10,16110,807569.21,46111,623700.73,1,,621885.70,1119.57,621978.31,861969.37,1057.34,221031.68,1562.06,801233.58,801964.19,203256.11,867903.42,661882.41,201740.36,867649.29,867939.95,823635.62,201274.19,601513.37,201557.74
25-70011595,장현우,70110,203318.69,67110,1810.71,80210,221609.82,,,,,,,,,,,,,,,,,,,,,
25-70011596,황지호,80210,821194.64,46210,1895.97,70110,601659.58,,,,,,,,,,,,,,,,,,,,,
25-70011597,안예준,18210,801864.83,46110,221609.38,80110,807458.37,,1,223065.91,621107.20,201261.45,867529.56,1481.16,807930.31,861883.55,801322.56,663152.09,801038.11,861945.95,667107.50,621908.18,201668.30,601313.57,801196.16,821806.77,801406.26,661682.16
25-70011598,박지호,67110,861218.35,16110,661187.39,18111,821944.44,,,,,,,,,,,,,,,,,,,,,
25-70011599,강예준,80210,203842.89,17110,221445.22,80110,203399.34,,,,,,,,,,,,,,,,,,,,,
25-70011600,정우진,70110,203791.69,67110,223603.76,25110,801166.24,,,,,,,,,,,,,,,,,,,,,
25-70011601,송선우,25110,221358.12,46210,201039.45,18210,667792.15,,,,,,,,,,,,,,,,,,,,,
25-70011602,한하준,46110,601312.58,80110,667146.54,18310,223604.97,1,,601785.65,1848.06,201725.33,667367.08,801282.86,661969.43,861425.17,203052.88,667561.94,663376.58,621785.04,623482.44,821833.93,807528.27,201027.59,623065.65,663931.75,201998.94,867970.26
25-70011603,신우진,25110,201928.07,18210,663953.49,80210,661012.54,1,,823156.95,601510.71,801718.25,807612.21,201301.54,807572.39,867834.03,807736.54,201697.33,867161.23,601926.83,861932.02,201540.35,223260.05,601474.83,807332.43,821483.23,201899.52,667213.75
25-70011604,송도현,46210,623038.64,70110,861973.15,67110,223860.65,,,,,,,,,,,,,,,,,,,,,
25-70011605,강민재,46210,621764.60,67110,203524.37,46110,201639.71,,,,,,,,,,,,,,,,,,,,,
25-70011606,김주원,46210,203335.89,80210,801283.83,80110,1022.85,,1,1297.94,201143.62,621540.60,621582.05,601669.04,667335.12,201014.28,201165.99,223931.67,663086.61,861734.43,801162.42,801692.71,661136.00,1240.09,821203.39,807890.88,1983.06,667256.41
25-70011607,정지호,67110,201971.00,17110,667240.36,80210,801455.39,,,,,,,,,,,,,,,,,,,,,
25-70011608,박연우,18310,621599.20,18111,623412.26,16110,661791.51,,,,,,,,,,,,,,,,,,,,,
25-70011609,최도현,18310,1696.35,18110,801524.90,46210,667603.06,,,,,,,,,,,,,,,,,,,,,
25-70011610,최예준,16110,663306.82,46210,867309.67,25110,801540.62,,,,,,,,,,,,,,,,,,,,,
25-70011611,서주원,16110,1710.40,25110,823029.69,18111,623816.71,,,,,,,,,,,,,,,,,,,,,
25-70011612,정주원,67110,801180.45,46111,867211.64,80210,663161.70,,,,,,,,,,,,,,,,,,,,,
25-70011613,정예준,18210,201788.90,16110,621824.87,25110,223578.40,,,,,,,,,,,,,,,,,,,,,
25-70011614,김하준,17110,1150.57,16110,223258.86,80210,1077.53,,,,,,,,,,,,,,,,,,,,,
25-70011615,이주원,18310,623137.06,46210,1174.72,46110,201293.90,,,,,,,,,,,,,,,,,,,,,
25-70011616,최민재,17110,623248.99,46111,623930.92,46110,667952.68,,,,,,,,,,,,,,,,,,,,,
25-70011617,장지호,46111,663029.74,46210,203091.25,18210,223549.23,,,,,,,,,,,,,,,,,,,,,
25-70011618,전지훈,18110,663990.82,46110,621603.75,25110,861474.48,,1,861310.21,801748.67,801657.28,223654.46,623238.77,1983.00,601956.91,1848.68,821630.43,621223.85,867992.41,801334.68,621023.81,623988.58,823381.59,201163.20,621096.29,201821.45,221540.45
25-70011619,강하준,18210,807166.94,16110,861633.92,18310,663556.07,,,,,,,,,,,,,,,,,,,,,
25-70011620,전민준,25110,661878.20,80210,201270.90,18111,621465.29,,,,,,,,,,,,,,,,,,,,,
25-70011621,서지훈,80210,623850.98,18111,823811.86,46111,807075.99,,,,,,,,,,,,,,,,,,,,,
25-70011622,전도현,67110,801107.94,18110,601630.18,25110,661958.47,,,,,,,,,,,,,,,,,,,,,
25-70011623,황민재,80110,667550.79,46210,663971.18,80210,201686.63,,,,,,,,,,,,,,,,,,,,,
25-70011624,최연우,70110,861428.06,80210,201512.13,18310,223940.11,,,,,,,,,,,,,,,,,,,,,
25-70011625,조도현,25110,667278.67,18210,623185.77,70110,601620.82,,1,223794.62,1033.39,221137.37,201457.49,1933.68,601112.71,821866.86,801948.23,601859.05,867917.81,201452.61,867314.64,667023.33,807713.18,861155.05,201838.69,861507.83,663263.99,807255.57
25-70011626,황예준,46210,601416.90,25110,667447.72,80210,203361.75,,,,,,,,,,,,,,,,,,,,,
25-70011627,이민재,67110,801281.84,17110,203758.92,25110,621308.32,,,,,,,,,,,,,,,,,,,,,
25-70011628,권현준,16110,223604.04,70110,1975.68,17110,601551.45,,,,,,,,,,,,,,,,,,,,,
25-70011629,강도윤,16110,623992.07,67110,1239.74,80210,821114.69,,,,,,,,,,,,,,,,,,,,,
25-70011630,송현준,70110,801463.43,67110,663635.68,80110,807398.73,,,,,,,,,,,,,,,,,,,,,
25-70011631,정지후,25110,807451.24,46110,661676.88,18110,223201.72,,,,,,,,,,,,,,,,,,,,,
25-70011632,홍연우,46111,661768.92,80210,861414.22,18210,601265.99,,1,203240.00,823831.64,201293.68,1179.59,801452.47,201474.83,667802.36,601447.77,1864.85,623188.92,821516.04,201934.16,801578.93,667409.66,601720.14,823160.53,623360.07,867107.91,623124.37
25-70011633,최서준,46111,661876.38,16110,663105.77,18210,667159.28,,,,,,,,,,,,,,,,,,,,,
25-70011634,황선우,80110,821390.57,17110,221650.17,46111,201983.98,,,,,,,,,,,,,,,,,,,,,
25-70011635,최준우,80110,601842.09,17110,1138.93,80210,807336.85,,,,,,,,,,,,,,,,,,,,,
25-70011636,서준서,17110,201590.15,46210,823915.41,18310,223734.43,,,,,,,,,,,,,,,,,,,,,
25-70011637,신현우,46210,801868.65,80110,1002.43,17110,667078.98,1,,667573.41,801953.86,221261.69,821480.95,601252.26,823393.42,623236.84,867995.58,203043.25,801426.51,601315.89,621058.29,663396.88,201705.81,821717.95,1380.89,203487.00,801285.73,1888.15
25-70011638,서도현,18110,221354.55,80110,861026.60,70110,663897.00,,,,,,,,,,,,,,,,,,,,,
25-70011639,임연우,70110,861740.34,80110,1606.78,80210,801463.83,,,,,,,,,,,,,,,,,,,,,
25-70011640,서건우,46110,201550.41,16110,807547.14,46111,661556.32,,,,,,,,,,,,,,,,,,,,,
25-70011641,강지후,18310,1071.27,18210,667124.48,67110,601964.99,,,,,,,,,,,,,,,,,,,,,
25-70011642,윤현우,70110,1723.87,80210,821018.29,18310,667278.01,,,,,,,,,,,,,,,,,,,,,
25-70011643,안지후,46210,663642.94,46110,661720.05,18310,201689.22,,,,,,,,,,,,,,,,,,,,,
25-70011644,박주원,18210,201174.24,18111,201895.11,46210,621547.01,,,,,,,,,,,,,,,,,,,,,
25-70011645,조주원,18111,1464.28,70110,867542.47,67110,661629.78,,,,,,,,,,,,,,,,,,,,,
25-70011646,박지호,70110,601214.49,46210,1212.82,17110,201055.54,,,,,,,,,,,,,,,,,,,,,
25-70011647,신도현,80110,661223.42,25110,663341.99,16110,667039.92,,,,,,,,,,,,,,,,,,,,,
25-70011648,오우진,80110,201485.03,80210,203958.28,18210,801557.59,,,,,,,,,,,,,,,,,,,,,
25-70011649,오선우,18210,801715.37,67110,801461.28,80210,821509.47,,1,807497.82,621057.73,1664.67,661198.10,801202.07,601017.55,203053.62,801352.21,801797.79,823742.50,1193.05,821317.94,621994.65,867064.66,601434.22,663582.18,623449.12,223063.61,221426.49
25-70011650,송도현,18110,861164.92,25110,823694.29,67110,223614.26,1,,661333.59,1426.18,861347.79,601859.24,601338.45,601531.71,1558.02,867520.93,867276.68,221592.44,821086.35,223579.72,623419.89,807961.96,801668.73,663920.22,601638.93,861793.92,663020.56
25-70011651,정주원,80110,861687.63,46210,623997.99,16110,601928.46,,,,,,,,,,,,,,,,,,,,,
25-70011652,박예준,16110,623378.78,18310,601617.75,46111,223875.84,,,,,,,,,,,,,,,,,,,,,
25-70011653,이현우,46111,1684.24,18310,1032.19,25110,667823.88,1,,223508.66,1299.36,667096.91,623938.76,823822.18,823958.44,861118.39,201265.98,601868.43,801655.80,801404.33,601989.03,203978.25,801508.34,807078.78,601743.17,861172.09,601067.46,801070.77
25-70011654,장도윤,80110,621175.82,46210,667033.47,46111,661888.37,,1,867147.38,1229.37,867016.08,807334.34,801127.55,201775.52,807193.64,621126.37,667110.33,861549.11,623301.13,201649.00,221185.58,201221.04,1586.60,623955.39,203460.60,823215.16,667602.47
25-70011655,김하준,18210,201751.94,46111,621085.77,18110,861031.26,,,,,,,,,,,,,,,,,,,,,
25-70011656,홍지후,70110,821222.33,18110,821645.80,16110,201600.37,,,,,,,,,,,,,,,,,,,,,
25-70011657,한주원,46210,1561.17,17110,1328.41,67110,201002.07,,,,,,,,,,,,,,,,,,,,,
25-70011658,최연우,46210,667242.97,16110,821741.43,80110,1459.36,,,,,,,,,,,,,,,,,,,,,
25-70011659,정준우,17110,223188.22,80210,201470.62,46111,601192.25,,,,,,,,,,,,,,,,,,,,,
25-70011660,강도현,67110,861893.64,17110,623348.44,18210,203472.11,,,,,,,,,,,,,,,,,,,,,
25-70011661,한연우,46111,601290.10,18111,801751.78,67110,861976.44,,,,,,,,,,,,,,,,,,,,,
25-70011662,박주원,17110,1971.78,18110,1012.40,46111,1179.33,,,,,,,,,,,,,,,,,,,,,
25-70011663,이시우,25110,661491.46,46110,221491.56,16110,823708.77,,,,,,,,,,,,,,,,,,,,,
25-70011664,박현준,46111,823628.06,18110,601488.68,46210,667953.09,,,,,,,,,,,,,,,,,,,,,
25-70011665,권건우,25110,663649.96,80110,861181.31,17110,223885.75,,,,,,,,,,,,,,,,,,,,,
25-70011666,조민준,46111,201010.41,67110,663979.07,80210,807991.70,,,,,,,,,,,,,,,,,,,,,
25-70011667,윤주원,80110,667200.42,17110,867507.83,18111,861619.48,,,,,,,,,,,,,,,,,,,,,
25-70011668,신도윤,70110,201850.51,25110,801398.69,46111,223147.33,,,,,,,,,,,,,,,,,,,,,
25-70011669,전시우,18110,601488.62,67110,861289.91,46111,1233.16,1,,807156.81,601843.11,621438.70,807017.14,203147.49,201594.73,1349.29,667274.93,623772.24,801006.87,821604.67,663746.04,623370.73,807494.05,223332.76,667903.52,201802.61,821004.19,1498.46
25-70011670,김준서,46110,601844.92,80210,663360.44,18310,801944.01,,,,,,,,,,,,,,,,,,,,,
25-70011671,강주원,18310,1620.98,16110,601893.39,46110,601461.80,,,,,,,,,,,,,,,,,,,,,
25-70011672,신지훈,17110,1335.86,80110,1511.03,46210,1057.41,,,,,,,,,,,,,,,,,,,,,
25-70011673,권주원,80110,203860.87,18210,201504.66,70110,667625.26,,,,,,,,,,,,,,,,,,,,,
25-70011674,오도현,67110,203149.50,46210,623835.00,70110,821413.29,,,,,,,,,,,,,,,,,,,,,
25-70011675,이선우,18210,661622.49,67110,801452.35,80110,201233.49,,,,,,,,,,,,,,,,,,,,,
25-70011676,한우진,67110,1088.87,17110,821412.69,80210,221396.93,,,,,,,,,,,,,,,,,,,,,
25-70011677,임민준,80210,663643.02,17110,823528.21,18310,801968.46,,,,,,,,,,,,,,,,,,,,,
25-70011678,안시우,17110,621716.08,18111,601057.71,46110,801050.62,,1,621935.52,203942.57,601611.15,201149.74,823983.07,801456.95,623896.97,621112.62,661549.79,623300.75,201551.58,201546.65,601330.35,223738.15,821770.61,223731.26,801509.66,1669.17,823655.17
25-70011679,황도현,17110,201783.48,46210,201341.88,70110,861531.99,1,,661182.06,807391.25,861267.24,861415.25,621280.39,601952.75,621169.43,601405.33,861135.44,203653.89,801843.58,661006.26,201281.37,221492.56,201969.80,223921.13,623183.38,807012.52,1365.33
25-70011680,서예준,18310,601989.31,18210,661996.71,18110,1633.46,1,,621299.54,201280.90,861816.32,203150.77,661192.09,623498.47,1720.60,201599.38,661490.27,823341.49,201748.93,807817.65,201365.52,601861.08,801006.36,661337.75,623254.36,621098.26,223001.48
25-70011681,이예성,16110,201569.88,46111,661187.92,18210,201479.15,,,,,,,,,,,,,,,,,,,,,
