군번,이름,1지망 특기번호,1지망 점수,2지망 특기번호,2지망 점수,3지망 특기번호,3지망 점수,색맹 여부,아토피 여부,16110,17110,18110,18111,18210,18310,25110,46110,46111,46112,46210,55110,55610,55910,67110,70110,80110,80210,81110
25-70011549,전시우,46111,867216.05,16110,867729.17,17110,867067.38,,,,,,,,,,,,,,,,,,,,,
25-70011550,신시우,18310,867306.31,70110,661590.29,16110,661384.24,,,,,,,,,,,,,,,,,,,,,
25-70011551,권민재,25110,223318.87,46111,661370.05,67110,661705.59,,,,,,,,,,,,,,,,,,,,,
25-70011552,신유준,46210,867645.74,18310,867890.10,18110,867946.64,,,,,,,,,,,,,,,,,,,,,
25-70011553,정현우,18310,223071.71,46110,661595.99,16110,867677.12,,,,,,,,,,,,,,,,,,,,,
25-70011554,황서진,46111,661454.00,18310,867140.55,18111,867228.49,,,,,,,,,,,,,,,,,,,,,
25-70011555,조예준,80210,2039.00,46110,2925.64,18110,223160.02,1,,2726.11,223312.19,2206.58,2745.21,223398.28,2269.16,223921.51,2909.25,2795.06,2897.00,223143.16,223956.29,223025.57,223062.43,223267.42,223248.54,2599.97,223875.49,223926.21
25-70011556,김시우,16110,661130.05,67110,661116.14,25110,661374.80,,,,,,,,,,,,,,,,,,,,,
25-70011557,임시우,25110,867288.41,81110,223151.58,46111,867385.51,,,,,,,,,,,,,,,,,,,,,
25-70011558,최서준,18310,223532.26,46110,223761.90,18110,223838.55,1,,223857.23,2273.70,2690.32,223853.33,2331.62,223669.36,223510.57,223306.05,2802.40,2005.14,223952.39,223682.65,223751.83,2871.25,2312.92,223803.24,223705.04,223081.97,2252.31
25-70011559,홍준서,18310,661057.65,70110,661677.39,55910,867966.42,,,,,,,,,,,,,,,,,,,,,
25-70011560,전민준,46111,223150.52,18310,2488.90,17110,223782.39,,1,223638.35,223053.63,223959.47,2849.10,2194.54,223836.44,223636.05,223720.38,223307.87,223460.90,223981.24,223709.39,2402.22,2671.01,223922.19,223879.28,2139.25,2407.78,2326.11
25-70011561,정지훈,67110,223201.31,18210,223147.98,70110,223475.55,,1,223961.42,223862.50,223270.56,223629.63,223298.27,2977.59,223139.25,2911.51,223975.78,2255.64,2344.09,2167.46,223879.91,223121.89,223138.37,2396.76,2073.36,2869.17,2415.15
25-70011562,최서진,46111,867599.12,18111,661533.39,80210,661130.65,,,,,,,,,,,,,,,,,,,,,
25-70011563,황서준,70110,661034.46,17110,661148.80,18210,223512.90,,,,,,,,,,,,,,,,,,,,,
25-70011564,안유준,17110,223375.33,67110,661522.44,46110,661761.80,,,,,,,,,,,,,,,,,,,,,
25-70011565,오현준,18310,223894.45,46110,223407.58,46210,223602.12,,,,,,,,,,,,,,,,,,,,,
25-70011566,박민준,46111,223109.26,70110,2003.17,46110,223846.97,1,,223410.71,2195.71,2853.24,2418.97,223276.87,223752.11,223660.80,2596.05,223845.65,223920.69,2376.41,223204.24,223862.08,2000.23,2512.98,2742.29,223752.85,223067.60,2722.78
25-70011567,김연우,80110,867971.53,16110,867926.38,25110,661476.84,,,,,,,,,,,,,,,,,,,,,
25-70011568,한시우,46210,661632.54,67110,867358.72,55110,661333.41,,,,,,,,,,,,,,,,,,,,,
25-70011569,오도현,67110,223997.82,46110,661828.47,70110,223002.32,,,,,,,,,,,,,,,,,,,,,
25-70011570,김민준,16110,223142.85,18310,867821.93,46210,867766.12,,,,,,,,,,,,,,,,,,,,,
25-70011571,윤준서,70110,867723.15,46112,661407.54,17110,661024.50,,,,,,,,,,,,,,,,,,,,,
25-70011572,한현우,18210,867947.69,46111,661006.09,46210,223522.58,,,,,,,,,,,,,,,,,,,,,
25-70011573,서현우,18210,661242.23,17110,661050.23,46110,661710.11,,,,,,,,,,,,,,,,,,,,,
25-70011574,신서준,46210,223803.48,18111,2152.33,80110,223906.11,1,,223430.54,2307.70,223348.83,223744.03,223718.72,223749.38,2994.33,2232.64,2189.88,2624.66,2802.40,223739.09,223675.59,2877.45,2866.04,223031.72,2460.73,223808.07,2986.90
25-70011575,전현준,18210,867219.27,46110,867603.49,18111,867416.12,,,,,,,,,,,,,,,,,,,,,
25-70011576,박민재,67110,2585.86,18110,2554.66,80110,2682.62,1,,2279.45,2538.39,2398.64,2097.37,223534.66,223006.98,2954.04,2818.87,2904.14,223000.60,223951.40,223233.57,223184.92,2555.55,223223.92,2376.87,2977.50,2492.96,223537.04
25-70011577,윤준서,18111,223552.50,55910,223119.95,70110,223775.35,,,,,,,,,,,,,,,,,,,,,
25-70011578,이연우,18111,2823.78,46110,223054.33,18210,2402.45,,1,223953.40,2708.90,2298.07,2674.02,223783.16,2717.93,223123.85,2020.76,2190.13,2864.65,2077.86,223476.53,223859.65,2440.07,2013.23,2115.56,2934.80,223014.38,223888.19
25-70011579,장주원,17110,661276.17,18110,661895.73,67110,661466.97,,,,,,,,,,,,,,,,,,,,,
25-70011580,최현준,18310,223826.71,80210,223270.39,17110,223866.55,,,,,,,,,,,,,,,,,,,,,
25-70011581,서준우,46111,223909.94,80110,223089.29,80210,661042.29,,,,,,,,,,,,,,,,,,,,,
25-70011582,최예준,46111,223004.36,80210,223254.23,70110,223666.39,,,,,,,,,,,,,,,,,,,,,
25-70011583,임시우,80210,661268.97,67110,223634.34,46111,867048.19,,,,,,,,,,,,,,,,,,,,,
25-70011584,장도현,18310,867475.97,80210,661634.42,46110,223369.81,,,,,,,,,,,,,,,,,,,,,
25-70011585,안도현,16110,223415.80,67110,2211.99,25110,223869.76,1,,2605.93,2288.97,2952.52,2544.56,223592.22,2167.57,223447.20,2796.44,2411.20,223155.77,223401.50,223377.36,223185.96,223273.99,223260.92,223352.33,223699.60,223392.22,223705.96
25-70011586,황예준,67110,223607.75,46210,661394.73,70110,223125.72,,,,,,,,,,,,,,,,,,,,,
25-70011587,송민재,67110,661199.22,80210,867287.41,16110,223666.87,,,,,,,,,,,,,,,,,,,,,
25-70011588,조시우,70110,223835.48,67110,661241.89,46111,661337.35,,,,,,,,,,,,,,,,,,,,,
25-70011589,오민재,16110,867736.20,17110,661530.94,25110,661266.68,,,,,,,,,,,,,,,,,,,,,
25-70011590,서도현,67110,661677.54,80110,223773.99,16110,223219.81,,,,,,,,,,,,,,,,,,,,,
25-70011591,장민재,17110,661770.16,80110,661367.73,46111,867265.58,,,,,,,,,,,,,,,,,,,,,
25-70011592,안유준,16110,661223.26,18210,867371.74,67110,223663.01,,,,,,,,,,,,,,,,,,,,,
25-70011593,황지훈,46111,223829.76,80110,223780.38,46210,867398.01,,,,,,,,,,,,,,,,,,,,,
25-70011594,전민재,18210,661603.29,16110,867747.44,18111,223671.64,,,,,,,,,,,,,,,,,,,,,
25-70011595,최현우,46111,661644.59,81110,661365.68,18111,223725.63,,,,,,,,,,,,,,,,,,,,,
25-70011596,장연우,46112,223578.30,80110,223981.65,70110,223163.88,,,,,,,,,,,,,,,,,,,,,
25-70011597,오지후,46210,661290.50,70110,867890.14,80210,867690.00,,,,,,,,,,,,,,,,,,,,,
25-70011598,조우진,55110,223447.67,80210,2415.64,46110,2529.66,,1,2763.52,223508.14,2381.62,2478.16,223627.67,223633.26,223938.06,223745.72,2625.43,2924.07,223334.79,2671.41,2355.96,223824.81,2814.38,2241.84,223196.69,223657.77,223642.80
25-70011599,홍연우,18111,223620.91,46110,2806.97,46210,2546.86,,1,2586.51,2362.50,223712.67,2469.04,2472.52,223109.86,223413.11,223683.87,2072.28,2316.10,2725.29,2240.80,2202.15,2147.16,2543.97,2910.83,2397.27,2123.25,223342.84
25-70011600,권서진,18110,661445.54,25110,867049.98,46111,867137.00,,,,,,,,,,,,,,,,,,,,,
25-70011601,정도현,81110,661108.89,46110,223498.24,18310,223981.14,,,,,,,,,,,,,,,,,,,,,
25-70011602,오유준,46111,223176.10,18111,661622.34,25110,661014.19,,,,,,,,,,,,,,,,,,,,,
25-70011603,최서진,70110,867960.14,67110,867952.90,18310,661757.31,,,,,,,,,,,,,,,,,,,,,
25-70011604,조지훈,18110,223232.04,46110,223666.60,55910,223960.17,,,,,,,,,,,,,,,,,,,,,
25-70011605,임주원,67110,867009.04,80110,867376.99,46111,661804.75,,,,,,,,,,,,,,,,,,,,,
25-70011606,신시우,16110,223728.86,70110,223253.82,18110,223029.17,,,,,,,,,,,,,,,,,,,,,
25-70011607,박준우,46110,867153.81,46210,223919.53,17110,223494.68,,,,,,,,,,,,,,,,,,,,,
25-70011608,한현준,46110,661918.43,46210,867444.37,17110,661357.12,,,,,,,,,,,,,,,,,,,,,
25-70011609,권현우,70110,223415.60,18111,867240.40,46111,661877.36,,,,,,,,,,,,,,,,,,,,,
25-70011610,장준서,80210,867038.93,16110,661956.32,70110,661866.77,,,,,,,,,,,,,,,,,,,,,
25-70011611,오민재,18210,223563.32,80210,223516.70,46111,2839.66,,1,223161.69,2581.56,2741.57,223443.77,223553.99,223876.61,2166.23,223599.37,223372.08,223114.91,2952.06,2583.13,223880.90,223314.04,223465.04,223872.63,2919.21,223691.42,2961.55
25-70011612,강주원,18110,661892.56,25110,867763.11,80110,223476.34,,,,,,,,,,,,,,,,,,,,,
25-70011613,신지훈,46110,867295.69,18111,223032.81,46111,661071.16,,,,,,,,,,,,,,,,,,,,,
25-70011614,윤준서,17110,223095.05,80210,223835.83,46110,867726.75,,,,,,,,,,,,,,,,,,,,,
25-70011615,장현준,67110,661875.88,18310,223045.40,70110,223931.01,,,,,,,,,,,,,,,,,,,,,
25-70011616,이시우,18310,223416.57,46111,2362.18,46110,223973.08,,1,2829.39,223351.65,2553.56,2762.17,223312.19,223433.69,223832.94,2793.94,223601.38,2741.63,2041.07,2395.05,223020.02,2673.76,2583.42,223356.98,2480.29,223749.37,223112.84
25-70011617,정하준,18111,223051.90,18210,2966.85,18110,2731.72,,1,2291.91,2026.87,2216.03,2531.36,2957.13,2805.60,223897.96,2535.63,2252.17,2666.73,223205.98,2053.78,2977.28,223333.66,223839.10,2738.17,2728.12,223492.36,2769.75
25-70011618,전지호,46210,661302.93,25110,661818.03,67110,223271.44,,,,,,,,,,,,,,,,,,,,,
25-70011619,황지훈,17110,223220.49,18210,661393.20,81110,867149.60,,,,,,,,,,,,,,,,,,,,,
25-70011620,김유준,18310,223269.02,25110,661583.77,67110,223628.43,,,,,,,,,,,,,,,,,,,,,
25-70011621,안주원,46110,223714.42,18310,867560.09,80210,867513.85,,,,,,,,,,,,,,,,,,,,,
25-70011622,서예준,46110,2159.03,18310,223714.33,80210,223803.52,1,,2418.29,223341.64,223515.68,223897.40,2108.16,2815.75,2325.82,2473.44,2583.92,2869.65,223084.26,223847.55,223274.12,223165.50,223789.02,223635.32,223286.47,2041.50,223836.53
25-70011623,최하준,17110,2807.07,70110,223142.17,18310,2335.61,1,1,2857.93,2738.74,223953.12,2696.19,2527.59,2532.22,2726.08,223791.89,223532.47,2057.31,2166.26,2711.78,223969.82,223124.11,2762.21,2183.78,223666.69,223024.76,2489.79
25-70011624,전현우,80210,223435.32,80110,867311.98,55610,661163.04,,,,,,,,,,,,,,,,,,,,,
25-70011625,조준서,67110,223011.42,18310,661615.91,16110,661437.66,,,,,,,,,,,,,,,,,,,,,
25-70011626,전주원,18111,867534.29,55610,223429.60,70110,867718.45,,,,,,,,,,,,,,,,,,,,,
25-70011627,박지훈,80110,223952.47,18110,223879.34,70110,867157.27,,,,,,,,,,,,,,,,,,,,,
25-70011628,서현준,18210,867070.89,80110,661624.87,46210,223850.68,,,,,,,,,,,,,,,,,,,,,
25-70011629,홍지호,80210,2051.84,46210,223019.80,18111,223306.78,,1,2279.64,2519.31,2813.15,2185.78,223385.55,223658.31,2749.95,2558.17,2069.72,2922.65,223287.88,2737.13,2862.49,2336.32,223040.93,2552.81,2063.11,223085.40,2337.27
25-70011630,장주원,18310,867877.98,46210,867068.35,18210,223355.85,,,,,,,,,,,,,,,,,,,,,
25-70011631,김도현,17110,223056.59,18210,223381.44,46210,867641.73,,,,,,,,,,,,,,,,,,,,,
25-70011632,서민재,46210,661601.10,18110,867325.25,25110,223432.02,,,,,,,,,,,,,,,,,,,,,
25-70011633,김하준,80210,867103.12,16110,661113.30,46110,661555.50,,,,,,,,,,,,,,,,,,,,,
25-70011634,강현우,18110,867397.61,46111,223605.48,18111,661483.04,,,,,,,,,,,,,,,,,,,,,
25-70011635,서지훈,18111,661143.94,18210,223076.98,46210,867925.52,,,,,,,,,,,,,,,,,,,,,
25-70011636,권서진,17110,223623.65,25110,223553.38,55110,223015.11,,1,2614.19,2457.58,223429.15,2750.15,2837.47,2114.24,2504.91,2377.99,2576.81,223791.94,223052.74,2382.88,223045.15,2943.78,2262.41,223393.26,2449.08,2346.20,2332.43
25-70011637,한시우,80210,867672.06,18111,661312.91,46210,223597.67,,,,,,,,,,,,,,,,,,,,,
25-70011638,최도현,80110,661612.26,80210,223736.54,17110,867202.63,,,,,,,,,,,,,,,,,,,,,
25-70011639,전유준,46111,867015.39,55610,223253.10,46210,223957.58,,,,,,,,,,,,,,,,,,,,,
25-70011640,송건우,18310,2214.67,70110,2101.89,18110,2742.82,,1,2617.22,2366.80,2404.24,223966.27,2564.64,223600.79,2517.21,2630.77,223290.04,2757.78,2169.76,2924.64,223113.30,2912.80,223164.60,2249.74,223220.32,2559.22,2751.77
25-70011641,장민재,18210,223434.02,80110,223817.25,17110,223723.45,1,1,2016.03,2532.83,223603.21,2010.55,223932.57,2345.86,223581.72,2802.04,223879.84,223191.96,2623.51,223316.22,223201.79,223669.75,2676.40,223625.48,2756.45,223209.04,2616.62
25-70011642,신건우,16110,867670.68,46111,661714.05,46112,223199.27,,,,,,,,,,,,,,,,,,,,,
25-70011643,김도현,80110,223355.97,67110,661270.81,16110,661062.53,,,,,,,,,,,,,,,,,,,,,
25-70011644,황준우,25110,223594.80,67110,2951.49,46111,2884.96,1,,223995.51,223468.56,223442.83,223209.10,223952.10,2769.06,2838.61,223021.01,223008.78,2816.66,2037.40,223538.36,2634.56,2829.57,223976.97,2751.42,2488.12,2363.40,2428.64
25-70011645,오준서,18310,2200.28,46110,2513.61,18210,223737.92,1,1,223332.17,2627.47,223929.40,2032.45,223738.55,223399.13,2282.77,2954.55,223642.78,2338.81,223377.20,2628.87,223869.53,2740.87,2218.77,223273.99,2393.76,223133.34,2742.37
25-70011646,황지호,46110,867206.22,17110,223538.33,18310,867865.19,,,,,,,,,,,,,,,,,,,,,
25-70011647,강현우,80110,661630.25,16110,223637.95,67110,661427.60,,,,,,,,,,,,,,,,,,,,,
25-70011648,윤예준,25110,661824.74,46210,661785.10,80210,661021.91,,,,,,,,,,,,,,,,,,,,,
25-70011649,윤현준,18210,661028.31,46110,223281.04,16110,223409.67,,,,,,,,,,,,,,,,,,,,,
25-70011650,정지후,46210,867070.49,18111,661942.53,18110,661881.69,,,,,,,,,,,,,,,,,,,,,
25-70011651,최민재,70110,867007.96,46210,223515.01,17110,223254.88,,,,,,,,,,,,,,,,,,,,,
25-70011652,장민준,67110,867307.80,17110,223952.82,80110,661354.42,,,,,,,,,,,,,,,,,,,,,
25-70011653,홍지훈,46110,867903.56,80210,661553.37,80110,223348.89,,,,,,,,,,,,,,,,,,,,,
25-70011654,황지훈,46110,223461.84,70110,661439.21,80110,661295.94,,,,,,,,,,,,,,,,,,,,,
25-70011655,신도현,25110,223429.61,67110,223001.99,18210,661531.89,,,,,,,,,,,,,,,,,,,,,
25-70011656,강현준,70110,2019.13,18210,223732.41,46110,223241.54,1,,2924.31,2299.93,2369.35,2354.80,2953.95,2583.31,2674.04,2597.81,2795.66,2701.10,223585.30,223007.35,2131.06,2038.40,223750.33,2420.74,2856.84,223717.26,2536.16
25-70011657,전시우,18310,867211.89,17110,223245.35,18111,223243.73,,,,,,,,,,,,,,,,,,,,,
25-70011658,권서준,18111,223556.88,18210,223753.87,67110,867540.91,,,,,,,,,,,,,,,,,,,,,
25-70011659,임현준,55110,661327.55,55610,867870.53,18110,661022.14,,,,,,,,,,,,,,,,,,,,,
25-70011660,서시우,80210,867337.21,55110,661512.28,46110,867391.86,,,,,,,,,,,,,,,,,,,,,
25-70011661,김민준,80110,867776.49,18111,661792.76,46110,867673.25,,,,,,,,,,,,,,,,,,,,,
25-70011662,송건우,25110,2253.27,80110,223731.32,18111,223535.66,1,1,223864.37,2938.88,2386.05,2756.93,223083.22,223996.81,2068.75,223030.42,2877.75,223220.71,2557.69,223822.70,2512.62,223502.75,223857.86,2615.06,2129.07,2715.38,223471.63
25-70011663,안준우,70110,867531.58,25110,867183.44,18210,661404.57,,,,,,,,,,,,,,,,,,,,,
25-70011664,안지훈,46110,867803.54,16110,223280.88,25110,661066.97,,,,,,,,,,,,,,,,,,,,,
25-70011665,김서준,80110,223066.56,18310,867981.71,46110,661375.47,,,,,,,,,,,,,,,,,,,,,
25-70011666,장도현,70110,223042.84,25110,223220.11,81110,661729.23,,,,,,,,,,,,,,,,,,,,,
25-70011667,김서진,46111,2722.74,55610,2349.94,18310,2008.36,1,1,223009.54,223332.73,2820.54,223988.12,2329.23,223891.14,2254.75,223983.71,223521.55,223720.46,223635.91,2039.36,223047.06,2134.43,223414.41,2428.35,223290.26,2010.51,2609.51
25-70011668,강민재,18111,223804.49,46210,867103.68,46110,867581.02,,,,,,,,,,,,,,,,,,,,,
25-70011669,정시우,25110,661803.00,46111,661758.50,46110,223671.16,,,,,,,,,,,,,,,,,,,,,
25-70011670,강도현,46112,867346.96,67110,661749.98,18110,867258.23,,,,,,,,,,,,,,,,,,,,,
25-70011671,정시우,46111,661578.81,25110,661758.27,67110,661414.97,,,,,,,,,,,,,,,,,,,,,
25-70011672,임준서,55910,867241.50,18310,223861.51,46111,661907.84,,,,,,,,,,,,,,,,,,,,,
25-70011673,전민재,46110,2133.65,18110,223821.83,17110,2958.50,,1,2432.84,223986.69,2389.21,2908.87,223335.82,223945.37,2962.06,223050.51,2278.69,2262.72,223579.83,2952.14,223404.97,223587.63,2578.54,223447.55,223439.56,2063.90,2316.46
25-70011674,신지후,25110,223939.07,46111,661225.04,46110,661269.51,,,,,,,,,,,,,,,,,,,,,
25-70011675,신민준,18110,223264.64,55110,223776.79,18111,223778.03,,,,,,,,,,,,,,,,,,,,,
25-70011676,전지훈,67110,867747.84,18110,867432.35,17110,867463.99,,,,,,,,,,,,,,,,,,,,,
25-70011677,서예준,18111,223557.34,25110,2858.12,80110,2323.03,,1,223869.68,2966.56,223392.91,223570.85,223794.18,223810.68,223679.70,2161.45,2942.37,223014.20,223534.14,2692.91,223213.14,2287.51,223236.72,223405.65,223055.71,223853.32,2845.01
25-70011678,김민재,80110,867825.42,18210,661748.00,70110,867576.70,,,,,,,,,,,,,,,,,,,,,
25-70011679,윤서준,16110,223933.57,17110,223806.67,81110,2005.72,1,,223227.26,223103.76,223515.17,223668.00,2370.97,2817.19,223384.52,223028.94,223781.78,2335.84,223576.49,223337.98,2238.29,223750.60,2260.85,223185.41,223511.09,2844.80,2571.20
25-70011680,윤주원,25110,223130.08,46111,2891.71,18210,223783.74,1,1,2654.35,223569.21,2450.11,223718.01,223388.77,2457.90,223581.22,223244.00,223599.60,2247.63,2690.12,223966.62,223889.01,2526.09,2266.77,2736.47,2106.41,223386.29,223747.30
25-70011681,이도현,46111,223015.74,18210,223764.35,46210,661706.16,,,,,,,,,,,,,,,,,,,,,
