군번,이름,1지망 특기번호,1지망 점수,2지망 특기번호,2지망 점수,3지망 특기번호,3지망 점수,색맹 여부,아토피 여부,16110,17110,18110,18111,18210,18310,25110,46110,46111,46112,46210,55110,55610,55910,67110,70110,80110,80210,81110
25-70011607,신주원,46112,854881.41,81110,852694.05,16110,851552.23,,,,,,,,,,,,,,,,,,,,,
25-70011608,조시우,81110,853354.19,70110,852048.63,17110,853551.28,,,,,,,,,,,,,,,,,,,,,
25-70011609,정민준,70110,853447.13,16110,854701.61,81110,853569.87,,,,,,,,,,,,,,,,,,,,,
25-70011610,송준서,81110,854276.92,55610,851497.07,17110,852657.78,,,,,,,,,,,,,,,,,,,,,
25-70011611,안지호,17110,854580.74,81110,854384.55,55610,853290.61,,,,,,,,,,,,,,,,,,,,,
25-70011612,권우진,67110,1546.45,18310,1524.38,18210,1542.64,,1,1528.20,1548.31,1537.53,1511.05,1522.19,1528.88,1544.27,1518.63,1511.36,1536.33,1541.99,1527.36,1535.08,1535.22,1541.77,1522.81,1518.44,1528.00,1548.19
25-70011613,권연우,67110,1517.38,18310,1548.86,18210,1525.51,,1,1514.62,1530.82,1549.42,1530.22,1547.85,1542.45,1547.92,1528.59,1523.20,1528.42,1530.14,1517.75,1533.60,1543.17,1544.47,1544.16,1538.55,1518.15,1513.35
25-70011614,최하준,67110,1533.57,18310,1518.04,18210,1533.49,,1,1536.20,1522.12,1531.51,1516.66,1514.48,1546.76,1536.28,1537.78,1510.82,1524.34,1532.27,1512.76,1516.61,1539.21,1522.18,1517.30,1511.94,1512.80,1524.09
25-70011615,박우진,67110,1518.82,18310,1544.50,18210,1546.46,,1,1510.52,1537.75,1549.54,1513.47,1537.09,1522.23,1530.04,1528.38,1546.41,1531.46,1512.30,1515.34,1519.71,1520.11,1517.69,1538.33,1536.78,1534.52,1529.29
25-70011616,임준서,67110,1515.84,18310,1530.80,18210,1539.25,,1,1520.11,1517.78,1527.69,1549.12,1544.86,1535.10,1537.88,1515.21,1548.91,1514.54,1516.39,1518.36,1544.35,1519.54,1547.09,1543.82,1538.72,1541.13,1530.02
25-70011617,정준서,67110,1522.60,18310,1526.53,18210,1514.41,,1,1515.82,1530.83,1539.16,1515.50,1541.81,1513.39,1549.53,1535.96,1545.22,1521.45,1528.55,1527.29,1521.31,1528.25,1540.41,1529.87,1545.31,1523.34,1544.47
25-70011618,조하준,67110,1523.31,18310,1530.72,18210,1539.98,,1,1530.85,1544.04,1520.29,1528.77,1525.87,1538.27,1535.89,1522.89,1523.21,1540.59,1540.77,1546.85,1523.47,1527.43,1515.52,1526.72,1517.97,1544.99,1532.65
25-70011619,윤유준,67110,1516.66,18310,1541.96,18210,1518.78,,1,1549.70,1545.26,1515.03,1541.54,1515.52,1541.35,1520.95,1512.07,1522.84,1528.83,1525.37,1517.33,1534.50,1518.19,1533.17,1537.38,1549.07,1513.47,1516.37
25-70011620,송예준,67110,1540.81,18310,1516.96,18210,1538.86,,1,1537.31,1540.84,1520.79,1518.60,1540.71,1523.70,1533.79,1527.47,1524.65,1524.60,1549.04,1543.04,1517.96,1532.78,1534.35,1518.81,1545.03,1535.52,1548.93
25-70011621,최지후,67110,1545.73,18310,1517.13,18210,1536.99,,1,1545.45,1540.39,1538.65,1530.09,1547.07,1520.08,1538.44,1549.76,1546.75,1522.63,1544.74,1535.92,1533.52,1513.05,1543.70,1536.03,1523.68,1533.93,1541.06
25-70011622,최지훈,67110,1531.19,18310,1525.86,18210,1538.21,,1,1517.63,1542.18,1539.66,1532.35,1541.57,1534.40,1532.44,1549.02,1532.89,1530.39,1528.72,1527.97,1532.73,1540.37,1513.24,1518.68,1549.63,1540.00,1538.52
25-70011623,윤현준,67110,1537.92,18310,1523.52,18210,1524.74,,1,1515.31,1519.18,1527.19,1514.82,1549.10,1515.77,1538.75,1534.33,1536.21,1516.07,1530.84,1539.00,1524.76,1514.39,1539.49,1530.79,1510.89,1513.76,1520.68
25-70011624,이주원,67110,1540.78,18310,1541.63,18210,1549.73,,1,1549.44,1512.19,1529.49,1530.07,1541.35,1529.49,1527.80,1536.98,1521.32,1539.41,1516.47,1538.41,1514.81,1514.98,1512.38,1540.58,1544.87,1548.69,1535.74
25-70011625,권시우,67110,1547.59,18310,1547.33,18210,1547.31,,1,1514.33,1518.27,1510.39,1535.04,1519.29,1544.15,1547.60,1516.31,1524.08,1545.18,1540.14,1520.01,1510.94,1539.37,1527.31,1546.37,1532.76,1532.51,1548.67
25-70011626,권민준,67110,1543.28,18310,1536.62,18210,1515.26,,1,1521.91,1527.65,1549.27,1519.06,1546.03,1518.03,1528.56,1541.22,1527.11,1527.48,1540.79,1532.70,1526.62,1534.49,1543.03,1523.00,1517.50,1549.16,1536.33
25-70011627,임유준,67110,1521.62,18310,1547.06,18210,1548.89,,1,1518.39,1524.98,1513.39,1526.89,1510.80,1549.71,1549.38,1530.84,1514.76,1520.20,1535.60,1536.32,1516.77,1531.10,1536.04,1514.91,1525.89,1538.12,1528.20
25-70011628,권하준,67110,1539.67,18310,1512.46,18210,1544.18,,1,1513.78,1544.59,1513.71,1537.47,1516.95,1531.19,1525.82,1542.70,1515.41,1539.68,1520.02,1518.69,1539.64,1526.72,1549.83,1543.15,1528.69,1520.25,1528.02
25-70011629,홍유준,67110,1516.90,18310,1539.69,18210,1522.79,,1,1511.18,1542.17,1511.78,1513.66,1525.50,1519.75,1539.86,1523.54,1546.04,1544.81,1537.19,1528.35,1526.29,1534.11,1525.44,1542.92,1538.38,1544.64,1510.58
25-70011630,장서진,67110,1516.62,18310,1516.55,18210,1515.01,,1,1522.16,1510.91,1548.13,1546.10,1525.18,1532.99,1544.47,1531.17,1530.36,1547.92,1514.26,1549.10,1533.05,1546.58,1548.89,1545.25,1542.45,1539.25,1544.09
25-70011631,안현준,67110,1549.93,18310,1530.71,18210,1526.50,,1,1522.53,1514.98,1511.55,1530.47,1517.77,1542.98,1521.22,1525.78,1520.70,1517.94,1545.13,1530.16,1532.81,1534.06,1535.47,1530.67,1513.58,1525.34,1513.67
25-70011632,윤도현,67110,1518.30,18310,1526.67,18210,1544.77,,1,1547.81,1546.37,1526.64,1538.15,1523.43,1531.59,1519.88,1538.71,1513.61,1539.46,1516.59,1523.08,1525.39,1525.03,1525.23,1536.40,1528.44,1526.72,1545.70
25-70011633,최하준,67110,1516.35,18310,1530.15,18210,1531.44,,1,1546.79,1534.24,1532.46,1535.42,1542.99,1542.06,1541.50,1528.20,1548.40,1515.12,1513.41,1514.60,1521.95,1538.66,1530.24,1522.38,1510.28,1538.00,1548.25
25-70011634,오하준,67110,1543.97,18310,1520.23,18210,1520.88,,1,1512.17,1515.65,1520.96,1531.16,1525.12,1534.99,1525.76,1549.62,1540.94,1549.69,1519.46,1539.82,1519.96,1527.69,1514.23,1520.34,1514.19,1528.03,1548.67
25-70011635,김연우,67110,1526.65,18310,1510.39,18210,1513.74,,1,1537.42,1534.33,1515.51,1512.10,1549.87,1531.75,1529.28,1546.08,1512.07,1517.47,1540.59,1521.83,1517.78,1541.47,1547.79,1524.64,1525.33,1537.14,1521.61
25-70011636,강건우,67110,1537.85,18310,1532.72,18210,1512.70,,1,1534.25,1531.40,1530.16,1541.18,1531.71,1523.60,1531.59,1544.50,1540.92,1544.89,1518.02,1548.23,1513.54,1522.53,1542.72,1533.14,1535.28,1546.92,1523.35
25-70011637,장건우,67110,1527.16,18310,1526.85,18210,1547.13,,1,1533.39,1523.85,1546.09,1526.59,1530.11,1544.96,1541.50,1511.05,1513.11,1513.88,1533.14,1521.89,1514.66,1533.70,1523.84,1541.29,1537.78,1532.92,1531.46
25-70011638,임지호,67110,1535.66,18310,1539.16,18210,1522.17,,1,1533.13,1514.40,1523.18,1511.70,1515.64,1514.87,1525.63,1534.19,1515.36,1542.21,1545.21,1546.99,1528.45,1545.10,1546.21,1527.19,1549.63,1512.90,1518.52
25-70011639,정지훈,67110,1519.18,18310,1548.84,18210,1522.01,,1,1532.24,1510.23,1523.40,1535.85,1549.03,1543.34,1546.93,1511.51,1512.85,1542.11,1532.81,1526.03,1535.61,1516.50,1519.03,1549.18,1538.57,1549.14,1544.31
25-70011640,이지후,67110,1549.24,18310,1515.46,18210,1541.24,,1,1525.68,1547.68,1515.71,1518.62,1512.69,1527.00,1537.35,1523.83,1535.86,1530.23,1544.90,1522.27,1545.04,1535.34,1536.66,1517.81,1516.98,1521.21,1545.93
25-70011641,황도현,67110,1533.92,18310,1545.55,18210,1522.33,,1,1542.82,1541.96,1510.89,1539.90,1522.58,1549.65,1516.18,1532.10,1539.98,1542.34,1546.36,1527.78,1532.42,1524.58,1519.07,1549.31,1512.12,1520.78,1525.23
25-70011642,윤우진,67110,1514.92,18310,1549.16,18210,1526.25,,1,1518.12,1520.42,1514.84,1528.99,1537.92,1515.81,1535.96,1514.36,1531.38,1538.55,1536.48,1538.09,1539.68,1534.83,1539.95,1513.02,1516.34,1520.66,1530.15
25-70011643,송주원,67110,1528.67,18310,1530.95,18210,1531.16,,1,1534.32,1528.01,1513.61,1549.48,1517.63,1534.12,1546.21,1536.14,1528.82,1541.97,1527.16,1540.59,1520.25,1530.41,1522.68,1524.35,1527.65,1514.17,1549.28
25-70011644,전주원,67110,1526.96,18310,1546.83,18210,1515.96,,1,1545.87,1529.19,1515.74,1515.14,1511.96,1526.11,1544.58,1537.53,1539.87,1536.31,1547.46,1525.18,1539.76,1520.77,1537.16,1538.32,1524.62,1525.06,1510.44
25-70011645,서준우,67110,1535.91,18310,1528.68,18210,1540.34,,1,1527.79,1525.37,1540.73,1545.52,1517.30,1526.73,1546.24,1541.18,1511.91,1535.85,1510.25,1530.47,1538.81,1530.37,1533.66,1544.57,1519.73,1531.84,1512.07
25-70011646,안서진,67110,1542.45,18310,1522.96,18210,1540.72,,1,1520.95,1543.86,1537.20,1522.71,1512.03,1516.64,1517.36,1527.36,1520.54,1531.34,1515.15,1516.71,1546.52,1523.62,1524.80,1540.49,1545.45,1538.52,1523.70
25-70011647,홍연우,67110,1523.73,18310,1524.36,18210,1547.91,,1,1535.75,1511.83,1519.30,1549.47,1527.04,1519.64,1541.52,1532.32,1542.91,1549.28,1519.02,1524.05,1531.65,1532.86,1537.10,1541.37,1546.41,1530.73,1519.85
25-70011648,박준서,67110,1516.40,18310,1542.18,18210,1546.92,,1,1538.39,1520.02,1529.88,1531.85,1534.38,1539.34,1527.84,1541.36,1527.64,1524.66,1522.47,1513.38,1538.60,1515.49,1511.56,1519.29,1518.84,1537.62,1542.53
25-70011649,강하준,67110,1512.83,18310,1542.57,18210,1529.72,,1,1516.68,1529.08,1533.95,1539.35,1518.38,1515.63,1528.21,1547.98,1548.66,1518.58,1528.08,1523.77,1510.56,1529.15,1523.55,1536.64,1537.09,1531.24,1512.55
25-70011650,안우진,67110,1512.55,18310,1549.28,18210,1543.98,,1,1543.51,1548.44,1541.55,1540.48,1544.68,1538.62,1525.53,1525.26,1518.32,1529.52,1544.88,1514.21,1514.14,1526.00,1523.12,1512.19,1517.65,1546.77,1549.09
25-70011651,안준서,67110,1518.14,18310,1547.85,18210,1528.98,,1,1532.16,1526.47,1512.42,1544.28,1533.33,1511.92,1539.87,1511.46,1532.97,1545.87,1526.50,1524.85,1542.09,1545.61,1510.20,1525.67,1549.36,1523.45,1536.78
25-70011652,신건우,67110,1512.01,18310,1532.95,18210,1521.26,,1,1531.94,1541.22,1516.36,1547.97,1533.66,1541.00,1536.42,1523.02,1511.72,1528.41,1547.07,1517.32,1542.39,1547.73,1511.57,1533.39,1523.88,1532.97,1538.62
25-70011653,최서준,67110,1524.01,18310,1523.76,18210,1529.25,,1,1510.47,1510.68,1529.52,1516.05,1540.73,1531.48,1540.14,1542.05,1515.55,1510.87,1534.69,1542.42,1531.26,1547.22,1543.12,1522.96,1522.21,1535.43,1512.71
25-70011654,신건우,67110,1534.55,18310,1526.59,18210,1512.18,,1,1522.54,1535.14,1534.84,1525.54,1549.78,1547.95,1515.19,1534.08,1530.52,1535.38,1517.57,1513.14,1546.49,1540.53,1547.61,1513.74,1533.91,1533.06,1519.58
25-70011655,전우진,67110,1540.57,18310,1529.16,18210,1527.01,,1,1535.45,1518.26,1539.81,1514.16,1541.45,1511.95,1524.80,1513.23,1549.23,1520.72,1528.92,1514.53,1528.18,1535.72,1534.59,1528.88,1539.14,1527.68,1523.47
25-70011656,권하준,67110,1539.69,18310,1526.74,18210,1519.60,,1,1545.91,1528.88,1511.19,1530.72,1512.82,1546.61,1523.07,1517.81,1522.52,1548.05,1524.58,1515.20,1524.65,1511.81,1536.88,1523.91,1521.02,1517.91,1521.34
25-70011657,김현준,67110,1512.42,18310,1532.24,18210,1519.12,,1,1521.42,1530.15,1512.95,1516.60,1538.18,1537.62,1527.80,1532.29,1547.69,1517.25,1540.35,1538.49,1514.20,1542.10,1537.29,1542.73,1512.14,1532.89,1526.93
25-70011658,안지호,67110,1528.36,18310,1510.93,18210,1516.37,,1,1545.29,1533.39,1526.72,1549.66,1521.88,1543.89,1540.63,1522.56,1535.50,1548.45,1528.00,1546.43,1517.18,1519.13,1536.49,1541.65,1516.21,1549.99,1531.77
25-70011659,윤서진,67110,1525.41,18310,1538.73,18210,1542.58,,1,1539.42,1541.03,1549.77,1522.64,1522.71,1512.96,1544.04,1522.66,1513.76,1517.45,1520.56,1530.21,1539.67,1522.88,1528.20,1536.36,1526.29,1545.19,1546.35
25-70011660,강현우,67110,1524.05,18310,1549.52,18210,1537.56,,1,1515.90,1542.43,1538.20,1528.67,1525.27,1513.73,1520.86,1545.81,1534.49,1545.03,1517.86,1521.61,1526.03,1546.59,1529.03,1524.77,1549.70,1530.54,1541.21
25-70011661,장서준,67110,1546.90,18310,1510.52,18210,1517.43,,1,1514.20,1526.37,1521.86,1522.62,1515.97,1532.91,1548.06,1524.83,1539.87,1518.05,1532.85,1535.88,1540.64,1536.74,1521.44,1526.81,1523.58,1533.85,1511.53
25-70011662,강주원,67110,1518.46,18310,1549.38,18210,1521.76,,1,1524.27,1533.46,1519.93,1548.30,1532.83,1523.28,1532.30,1522.72,1547.11,1535.28,1515.70,1531.58,1520.84,1526.23,1523.69,1512.47,1540.07,1515.16,1527.42
25-70011663,윤민재,67110,1544.72,18310,1547.19,18210,1533.27,,1,1521.79,1540.20,1523.78,1548.53,1549.19,1531.72,1537.38,1534.82,1537.10,1547.39,1525.31,1530.18,1514.16,1522.65,1516.40,1547.93,1548.75,1511.55,1538.08
25-70011664,송도현,67110,1525.11,18310,1541.50,18210,1528.50,,1,1524.14,1536.85,1520.01,1515.77,1516.85,1517.60,1540.60,1537.18,1523.85,1533.29,1543.20,1528.87,1545.48,1523.46,1547.89,1519.11,1518.28,1546.36,1528.72
25-70011665,권도현,67110,1522.13,18310,1547.72,18210,1513.49,,1,1546.66,1515.19,1539.31,1515.80,1520.33,1538.35,1533.61,1517.58,1540.03,1510.31,1517.86,1544.20,1543.78,1527.07,1511.41,1544.44,1510.33,1529.07,1538.99
25-70011666,이민준,67110,1515.23,18310,1525.50,18210,1522.33,,1,1523.38,1546.76,1528.18,1519.99,1534.73,1516.55,1545.04,1531.96,1544.15,1539.28,1534.79,1510.81,1549.66,1525.59,1528.54,1527.35,1514.93,1515.80,1536.24
25-70011667,오현준,67110,1535.45,18310,1514.69,18210,1536.88,,1,1522.94,1525.16,1514.32,1512.48,1529.02,1530.81,1518.09,1536.35,1546.33,1531.12,1530.98,1510.07,1528.23,1547.49,1511.07,1520.49,1521.12,1542.70,1523.95
25-70011668,이현우,67110,1531.88,18310,1521.11,18210,1510.18,,1,1519.02,1513.12,1510.45,1529.95,1540.93,1545.92,1526.11,1522.04,1517.10,1519.12,1514.20,1542.95,1545.07,1542.42,1537.20,1530.59,1515.31,1536.59,1549.18
25-70011669,황유준,67110,1546.35,18310,1534.76,18210,1544.06,,1,1517.96,1536.65,1542.49,1548.55,1534.18,1534.01,1536.74,1523.01,1529.34,1516.02,1517.81,1522.05,1522.29,1542.64,1511.61,1527.67,1531.24,1538.69,1511.60
25-70011670,신지호,67110,1531.19,18310,1528.58,18210,1535.97,,1,1537.48,1541.06,1530.08,1529.39,1536.57,1543.11,1544.42,1541.01,1537.82,1514.36,1513.87,1536.01,1533.65,1538.53,1536.08,1542.00,1533.14,1549.57,1513.51
25-70011671,윤우진,67110,1515.64,18310,1534.58,18210,1529.57,,1,1538.50,1514.56,1540.87,1525.45,1548.90,1541.42,1540.98,1534.54,1544.34,1525.18,1542.19,1532.69,1547.73,1545.34,1520.55,1513.98,1540.42,1526.51,1520.29
25-70011672,신우진,67110,1511.99,18310,1536.53,18210,1528.81,1,,1521.87,1520.07,1534.74,1528.65,1511.20,1545.29,1515.63,1510.95,1519.25,1538.35,1519.40,1539.17,1537.12,1517.14,1512.56,1532.33,1513.86,1511.91,1512.54
25-70011673,이예준,67110,1521.03,18310,1516.75,18210,1546.03,1,,1540.83,1537.93,1527.51,1547.97,1534.14,1532.07,1533.38,1543.44,1531.19,1513.69,1548.20,1529.98,1548.19,1518.84,1543.47,1513.34,1517.79,1543.95,1523.45
25-70011674,전예준,67110,1510.51,18310,1539.11,18210,1548.25,1,,1521.54,1516.50,1537.33,1522.83,1513.46,1517.20,1531.53,1520.01,1527.28,1548.00,1513.68,1521.04,1535.94,1545.67,1535.69,1528.91,1517.48,1524.36,1547.59
25-70011675,장서진,67110,1513.36,18310,1530.33,18210,1526.67,1,,1519.60,1544.48,1542.49,1540.36,1528.08,1512.15,1511.16,1523.22,1510.48,1535.78,1513.18,1545.29,1548.83,1547.30,1539.11,1524.89,1520.79,1510.43,1544.15
25-70011676,권민재,67110,1521.43,18310,1536.21,18210,1514.18,1,,1547.19,1533.97,1510.27,1546.80,1549.28,1523.63,1540.67,1512.61,1540.48,1544.95,1521.31,1518.75,1523.41,1532.38,1523.88,1528.57,1536.63,1519.15,1538.67
25-70011677,최예준,67110,1542.43,18310,1534.73,18210,1549.41,1,,1546.43,1534.14,1532.80,1511.76,1528.31,1546.98,1517.58,1549.46,1546.58,1547.34,1517.69,1545.78,1538.34,1536.69,1528.56,1513.22,1525.67,1515.49,1531.28
25-70011678,권현우,67110,1522.57,18310,1535.98,18210,1549.63,1,,1512.73,1529.79,1520.07,1525.52,1515.35,1523.96,1539.83,1516.85,1514.04,1543.81,1526.05,1536.48,1512.65,1511.71,1539.09,1516.76,1513.20,1543.61,1547.91
25-70011679,조예준,67110,1531.31,18310,1537.66,18210,1525.97,1,,1513.95,1545.78,1528.85,1545.35,1543.34,1522.15,1548.36,1526.00,1547.68,1520.04,1529.30,1538.97,1533.89,1536.70,1513.73,1512.45,1535.12,1530.39,1524.23
25-70011680,강서진,67110,1514.69,18310,1543.84,18210,1542.32,1,,1548.92,1521.64,1544.83,1526.31,1526.15,1525.11,1528.61,1533.67,1511.39,1540.01,1541.80,1510.30,1522.87,1548.28,1517.21,1531.98,1512.11,1530.29,1541.57
25-70011681,장지훈,67110,1539.40,18310,1528.26,18210,1514.59,1,,1547.76,1511.87,1527.78,1539.40,1549.41,1520.35,1536.06,1520.76,1517.35,1538.11,1510.69,1546.22,1515.79,1537.50,1524.66,1518.04,1513.43,1513.60,1546.09
